cell	phone	11.231453
consumer	energy	11.548771
confidence	consumer	12.464443
block	street	11.290621
man	woman	11.713776
radio	television	11.909286
five	month	13.613795
basketball	football	13.949027
drink	eat	14.391848
car	train	13.895016
brazil	mexico	14.906421
king	queen	14.067784
manslaughter	murder	15.424269
center	school	13.324005
group	precedent	19.009232
media	radio	11.710958
energy	secretary	13.460235
benchmark	index	14.055035
cash	money	13.341959
series	seven	14.230259
profit	warning	13.440757
avenue	street	11.290621
start	year	11.566539
currency	money	13.341959
dividend	payment	15.278839
planet	star	15.349722
aluminum	metal	15.740743
football	tennis	13.949027
loss	profit	13.440757
death	life	12.172894
dollar	yen	12.6775
board	recommendation	15.727196
activity	travel	17.381201
computer	news	12.331672
insurance	peace	10.72096
lobster	wine	17.381201
opera	performance	16.561773
psychiatry	psychology	16.713776
car	plane	13.895016
professor	student	15.384575
news	wednesday	12.331672
chemistry	physics	15.754418
life	stock	11.554765
medal	president	15.674247
marathon	sprint	18.381201
match	start	11.62946
peace	plan	13.690586
governor	interview	15.713776
american	japanese	14.883701
music	project	15.034035
life	term	12.172894
gain	report	16.381201
focus	life	12.172894
culture	ministry	14.906421
place	street	11.290621
planet	sun	15.349722
century	year	11.011338
children	street	11.290621
dollar	money	9.993739
delay	news	12.331672
museum	theater	16.468663
announcement	news	12.145806
glass	metal	15.740743
food	lobster	12.347778
liquid	water	15.268991
psychology	science	16.713776
century	nation	15.561773
kind	type	16.945101
harvard	yale	15.220736
mars	water	15.268991
money	operation	13.341959
doctor	nurse	15.561773
association	journal	13.988883
eye	skin	17.111111
airport	problem	16.661308
car	drink	9.818201
attempt	peace	13.690586
lobster	seafood	15.833713
championship	tournament	15.43524
animal	tiger	14.97681
effort	investigation	17.042399
bread	butter	15.687304
food	seafood	14.831169
bird	crane	20.883701
automobile	car	13.895016
equipment	phone	11.231453
moon	planet	15.349722
kilometer	mile	17.111111
governor	man	10.046351
atmosphere	peace	13.553083
hike	production	17.945101
drink	mother	14.391848
football	soccer	13.949027
jazz	rock	16.424269
gain	media	12.487485
food	fruit	15.43524
insurance	line	16.914075
cup	food	15.159606
tiger	tiger	12.97681
development	population	15.573846
experience	music	15.034035
history	theater	16.468663
car	jaguar	13.895016
cat	tiger	14.97681
smart	student	14.699376
hotel	month	13.613795
gin	vodka	17.824807
development	issue	15.573846
doctor	personnel	15.561773
doctor	professor	12.537926
phone	stock	8.772022
coast	shore	17.076346
journey	voyage	19.298738
media	trading	14.115517
image	surface	20.146735
coast	forest	15.97681
isolation	situation	19.009232
forest	wood	16.561773
announcement	effort	13.622067
hospital	infrastructure	19.661308
lad	wizard	21.468663
smart	stupid	18.009232
live	stock	16.424269
brandy	vodka	17.824807
cup	substance	17.945101
car	flight	13.895016
holy	sex	21.468663
architecture	century	15.561773
prejudice	recognition	21.468663
article	cup	17.945101
recess	sign	21.468663
cucumber	potato	20.468663
combination	direction	22.468663
coast	hill	17.076346
chance	credibility	19.468663
approach	sugar	20.468663
drink	ear	14.391848
announcement	production	12.759235
buck	dollar	12.6775
mammal	tiger	14.97681
gem	jewel	20.468663
cemetery	woodland	21.468663
discipline	psychology	16.713776
bishop	rabbi	21.468663
conclusion	situation	19.009232
example	precedent	19.009232
atmosphere	landscape	17.009232
boy	lad	21.468663
chemistry	space	15.754418
minority	peace	13.690586
information	precedent	19.009232
midday	noon	21.468663
